,Province_State,Date,Cumulated_Cases,New_Cases
26904,Oregon,2021-10-03,331709,0
26905,Oregon,2021-10-04,334971,3262
26906,Oregon,2021-10-05,336598,1627
26907,Oregon,2021-10-06,338130,1532
26908,Oregon,2021-10-07,339556,1426
26909,Oregon,2021-10-08,341113,1557
26910,Oregon,2021-10-09,341113,0
26911,Oregon,2021-10-10,341113,0
26912,Oregon,2021-10-11,343993,2880
26913,Oregon,2021-10-12,345344,1351
26914,Oregon,2021-10-13,346480,1136
26915,Oregon,2021-10-14,345344,-1136
26916,Oregon,2021-10-15,348766,3422
26917,Oregon,2021-10-16,348766,0
26918,Pennsylvania,2020-01-30,0,0
26919,Pennsylvania,2020-01-31,0,0
26920,Pennsylvania,2020-02-01,0,0
26921,Pennsylvania,2020-02-02,0,0
26922,Pennsylvania,2020-02-03,0,0
26923,Pennsylvania,2020-02-04,0,0
26924,Pennsylvania,2020-02-05,0,0
26925,Pennsylvania,2020-02-06,0,0
26926,Pennsylvania,2020-02-07,0,0
26927,Pennsylvania,2020-02-08,0,0
26928,Pennsylvania,2020-02-09,0,0
26929,Pennsylvania,2020-02-10,0,0
26930,Pennsylvania,2020-02-11,0,0
26931,Pennsylvania,2020-02-12,0,0
26932,Pennsylvania,2020-02-13,0,0
26933,Pennsylvania,2020-02-14,0,0
26934,Pennsylvania,2020-02-15,0,0
26935,Pennsylvania,2020-02-16,0,0
26936,Pennsylvania,2020-02-17,0,0
26937,Pennsylvania,2020-02-18,0,0
26938,Pennsylvania,2020-02-19,0,0
26939,Pennsylvania,2020-02-20,0,0
26940,Pennsylvania,2020-02-21,0,0
26941,Pennsylvania,2020-02-22,0,0
26942,Pennsylvania,2020-02-23,0,0
26943,Pennsylvania,2020-02-24,0,0
26944,Pennsylvania,2020-02-25,0,0
26945,Pennsylvania,2020-02-26,0,0
26946,Pennsylvania,2020-02-27,0,0
26947,Pennsylvania,2020-02-28,0,0
26948,Pennsylvania,2020-02-29,0,0
26949,Pennsylvania,2020-03-01,0,0
26950,Pennsylvania,2020-03-02,0,0
26951,Pennsylvania,2020-03-03,0,0
26952,Pennsylvania,2020-03-04,0,0
26953,Pennsylvania,2020-03-05,0,0
26954,Pennsylvania,2020-03-06,2,2
26955,Pennsylvania,2020-03-07,2,0
26956,Pennsylvania,2020-03-08,6,4
26957,Pennsylvania,2020-03-09,7,1
26958,Pennsylvania,2020-03-10,12,5
26959,Pennsylvania,2020-03-11,16,4
26960,Pennsylvania,2020-03-12,22,6
26961,Pennsylvania,2020-03-13,41,19
26962,Pennsylvania,2020-03-14,47,6
26963,Pennsylvania,2020-03-15,47,0
26964,Pennsylvania,2020-03-16,79,32
26965,Pennsylvania,2020-03-17,112,33
26966,Pennsylvania,2020-03-18,155,43
26967,Pennsylvania,2020-03-19,206,51
26968,Pennsylvania,2020-03-20,311,105
26969,Pennsylvania,2020-03-21,399,88
26970,Pennsylvania,2020-03-22,509,110
26971,Pennsylvania,2020-03-23,698,189
26972,Pennsylvania,2020-03-24,946,248
26973,Pennsylvania,2020-03-25,1260,314
26974,Pennsylvania,2020-03-26,1795,535
26975,Pennsylvania,2020-03-27,2345,550
26976,Pennsylvania,2020-03-28,2845,500
26977,Pennsylvania,2020-03-29,3432,587
26978,Pennsylvania,2020-03-30,4155,723
26979,Pennsylvania,2020-03-31,4963,808
26980,Pennsylvania,2020-04-01,6036,1073
26981,Pennsylvania,2020-04-02,7285,1249
26982,Pennsylvania,2020-04-03,8599,1314
26983,Pennsylvania,2020-04-04,10469,1870
26984,Pennsylvania,2020-04-05,11632,1163
26985,Pennsylvania,2020-04-06,13167,1535
26986,Pennsylvania,2020-04-07,14903,1736
26987,Pennsylvania,2020-04-08,16701,1798
26988,Pennsylvania,2020-04-09,18376,1675
26989,Pennsylvania,2020-04-10,20116,1740
26990,Pennsylvania,2020-04-11,21765,1649
26991,Pennsylvania,2020-04-12,22983,1218
26992,Pennsylvania,2020-04-13,24336,1353
26993,Pennsylvania,2020-04-14,25502,1166
26994,Pennsylvania,2020-04-15,26792,1290
26995,Pennsylvania,2020-04-16,28284,1492
26996,Pennsylvania,2020-04-17,29950,1666
26997,Pennsylvania,2020-04-18,31689,1739
26998,Pennsylvania,2020-04-19,32905,1216
26999,Pennsylvania,2020-04-20,33909,1004
27000,Pennsylvania,2020-04-21,35253,1344
27001,Pennsylvania,2020-04-22,36138,885
27002,Pennsylvania,2020-04-23,38477,2339
27003,Pennsylvania,2020-04-24,40306,1829
27004,Pennsylvania,2020-04-25,41235,929
27005,Pennsylvania,2020-04-26,42685,1450
27006,Pennsylvania,2020-04-27,43639,954
27007,Pennsylvania,2020-04-28,45216,1577
27008,Pennsylvania,2020-04-29,46427,1211
27009,Pennsylvania,2020-04-30,48056,1629
27010,Pennsylvania,2020-05-01,49645,1589
27011,Pennsylvania,2020-05-02,50558,913
27012,Pennsylvania,2020-05-03,51313,755
27013,Pennsylvania,2020-05-04,52887,1574
27014,Pennsylvania,2020-05-05,53932,1045
27015,Pennsylvania,2020-05-06,54877,945
27016,Pennsylvania,2020-05-07,56051,1174
27017,Pennsylvania,2020-05-08,57457,1406
27018,Pennsylvania,2020-05-09,58686,1229
27019,Pennsylvania,2020-05-10,60003,1317
27020,Pennsylvania,2020-05-11,60550,547
27021,Pennsylvania,2020-05-12,61380,830
27022,Pennsylvania,2020-05-13,62196,816
27023,Pennsylvania,2020-05-14,63199,1003
27024,Pennsylvania,2020-05-15,64216,1017
27025,Pennsylvania,2020-05-16,65241,1025
27026,Pennsylvania,2020-05-17,65781,540
27027,Pennsylvania,2020-05-18,66749,968
27028,Pennsylvania,2020-05-19,67363,614
27029,Pennsylvania,2020-05-20,68206,843
27030,Pennsylvania,2020-05-21,69335,1129
27031,Pennsylvania,2020-05-22,70286,951
27032,Pennsylvania,2020-05-23,71072,786
27033,Pennsylvania,2020-05-24,71636,564
27034,Pennsylvania,2020-05-25,71987,351
27035,Pennsylvania,2020-05-26,72853,866
27036,Pennsylvania,2020-05-27,73634,781
27037,Pennsylvania,2020-05-28,74295,661
27038,Pennsylvania,2020-05-29,75064,769
27039,Pennsylvania,2020-05-30,75776,712
27040,Pennsylvania,2020-05-31,76204,428
27041,Pennsylvania,2020-06-01,76699,495
27042,Pennsylvania,2020-06-02,77278,579
27043,Pennsylvania,2020-06-03,77835,557
27044,Pennsylvania,2020-06-04,78409,574
27045,Pennsylvania,2020-06-05,78892,483
27046,Pennsylvania,2020-06-06,79564,672
27047,Pennsylvania,2020-06-07,79979,415
27048,Pennsylvania,2020-06-08,80389,410
27049,Pennsylvania,2020-06-09,80919,530
27050,Pennsylvania,2020-06-10,81366,447
27051,Pennsylvania,2020-06-11,81931,565
27052,Pennsylvania,2020-06-12,82526,595
27053,Pennsylvania,2020-06-13,82993,467
27054,Pennsylvania,2020-06-14,83245,252
27055,Pennsylvania,2020-06-15,83639,394
27056,Pennsylvania,2020-06-16,84025,386
27057,Pennsylvania,2020-06-17,84344,319
27058,Pennsylvania,2020-06-18,84749,405
27059,Pennsylvania,2020-06-19,85247,498
27060,Pennsylvania,2020-06-20,85648,401
27061,Pennsylvania,2020-06-21,85995,347
27062,Pennsylvania,2020-06-22,86628,633
27063,Pennsylvania,2020-06-23,87257,629
27064,Pennsylvania,2020-06-24,87736,479
27065,Pennsylvania,2020-06-25,88201,465
27066,Pennsylvania,2020-06-26,88925,724
27067,Pennsylvania,2020-06-27,89495,570
27068,Pennsylvania,2020-06-28,89916,421
27069,Pennsylvania,2020-06-29,90536,620
27070,Pennsylvania,2020-06-30,91198,662
27071,Pennsylvania,2020-07-01,91835,637
27072,Pennsylvania,2020-07-02,92679,844
27073,Pennsylvania,2020-07-03,93449,770
27074,Pennsylvania,2020-07-04,93991,542
27075,Pennsylvania,2020-07-05,94451,460
27076,Pennsylvania,2020-07-06,95169,718
27077,Pennsylvania,2020-07-07,95974,805
27078,Pennsylvania,2020-07-08,96801,827
27079,Pennsylvania,2020-07-09,97631,830
27080,Pennsylvania,2020-07-10,98573,942
27081,Pennsylvania,2020-07-11,99291,718
27082,Pennsylvania,2020-07-12,99855,564
27083,Pennsylvania,2020-07-13,100425,570
27084,Pennsylvania,2020-07-14,101376,951
27085,Pennsylvania,2020-07-15,102349,973
27086,Pennsylvania,2020-07-16,103201,852
27087,Pennsylvania,2020-07-17,104180,979
27088,Pennsylvania,2020-07-18,104882,702
27089,Pennsylvania,2020-07-19,105466,584
27090,Pennsylvania,2020-07-20,106504,1038
27091,Pennsylvania,2020-07-21,107500,996
27092,Pennsylvania,2020-07-22,108278,778
27093,Pennsylvania,2020-07-23,109165,887
27094,Pennsylvania,2020-07-24,110348,1183
27095,Pennsylvania,2020-07-25,111209,861
27096,Pennsylvania,2020-07-26,111880,671
27097,Pennsylvania,2020-07-27,113062,1182
27098,Pennsylvania,2020-07-28,114105,1043
27099,Pennsylvania,2020-07-29,114981,876
27100,Pennsylvania,2020-07-30,115858,877
27101,Pennsylvania,2020-07-31,116831,973
27102,Pennsylvania,2020-08-01,117529,698
27103,Pennsylvania,2020-08-02,118117,588
27104,Pennsylvania,2020-08-03,118950,833
27105,Pennsylvania,2020-08-04,119753,803
27106,Pennsylvania,2020-08-05,120484,731
27107,Pennsylvania,2020-08-06,121277,793
27108,Pennsylvania,2020-08-07,122064,787
27109,Pennsylvania,2020-08-08,122716,652
27110,Pennsylvania,2020-08-09,123378,662
27111,Pennsylvania,2020-08-10,124269,891
27112,Pennsylvania,2020-08-11,125066,797
27113,Pennsylvania,2020-08-12,125959,893
27114,Pennsylvania,2020-08-13,126948,989
27115,Pennsylvania,2020-08-14,127771,823
27116,Pennsylvania,2020-08-15,128600,829
27117,Pennsylvania,2020-08-16,129159,559
27118,Pennsylvania,2020-08-17,129712,553
27119,Pennsylvania,2020-08-18,130311,599
27120,Pennsylvania,2020-08-19,130930,619
27121,Pennsylvania,2020-08-20,131718,788
27122,Pennsylvania,2020-08-21,132457,739
27123,Pennsylvania,2020-08-22,133219,762
27124,Pennsylvania,2020-08-23,133753,534
27125,Pennsylvania,2020-08-24,134238,485
27126,Pennsylvania,2020-08-25,134788,550
27127,Pennsylvania,2020-08-26,135313,525
27128,Pennsylvania,2020-08-27,135959,646
27129,Pennsylvania,2020-08-28,136812,853
27130,Pennsylvania,2020-08-29,137630,818
27131,Pennsylvania,2020-08-30,138211,581
27132,Pennsylvania,2020-08-31,138846,635
27133,Pennsylvania,2020-09-01,139581,735
27134,Pennsylvania,2020-09-02,140569,988
27135,Pennsylvania,2020-09-03,141648,1079
27136,Pennsylvania,2020-09-04,142562,914
27137,Pennsylvania,2020-09-05,143417,855
27138,Pennsylvania,2020-09-06,144010,593
27139,Pennsylvania,2020-09-07,144772,762
27140,Pennsylvania,2020-09-08,145221,449
27141,Pennsylvania,2020-09-09,146086,865
27142,Pennsylvania,2020-09-10,146736,650
27143,Pennsylvania,2020-09-11,147734,998
27144,Pennsylvania,2020-09-12,148705,971
27145,Pennsylvania,2020-09-13,149275,570
27146,Pennsylvania,2020-09-14,150086,811
27147,Pennsylvania,2020-09-15,151115,1029
27148,Pennsylvania,2020-09-16,151933,818
27149,Pennsylvania,2020-09-17,152851,918
27150,Pennsylvania,2020-09-18,153596,745
27151,Pennsylvania,2020-09-19,154353,757
27152,Pennsylvania,2020-09-20,155016,663
27153,Pennsylvania,2020-09-21,155748,732
27154,Pennsylvania,2020-09-22,156536,788
27155,Pennsylvania,2020-09-23,157402,866
27156,Pennsylvania,2020-09-24,158239,837
27157,Pennsylvania,2020-09-25,159085,846
27158,Pennsylvania,2020-09-26,160025,940
27159,Pennsylvania,2020-09-27,160856,831
27160,Pennsylvania,2020-09-28,161765,909
27161,Pennsylvania,2020-09-29,163241,1476
27162,Pennsylvania,2020-09-30,164169,928
27163,Pennsylvania,2020-10-01,165111,942
27164,Pennsylvania,2020-10-02,166293,1182
27165,Pennsylvania,2020-10-03,166335,42
27166,Pennsylvania,2020-10-04,168246,1911
27167,Pennsylvania,2020-10-05,169148,902
27168,Pennsylvania,2020-10-06,170304,1156
27169,Pennsylvania,2020-10-07,171601,1297
27170,Pennsylvania,2020-10-08,173028,1427
27171,Pennsylvania,2020-10-09,174412,1384
27172,Pennsylvania,2020-10-10,175915,1503
27173,Pennsylvania,2020-10-11,176939,1024
27174,Pennsylvania,2020-10-12,177909,970
27175,Pennsylvania,2020-10-13,179724,1815
27176,Pennsylvania,2020-10-14,181021,1297
27177,Pennsylvania,2020-10-15,182564,1543
27178,Pennsylvania,2020-10-16,184244,1680
27179,Pennsylvania,2020-10-17,185770,1526
27180,Pennsylvania,2020-10-18,186883,1113
27181,Pennsylvania,2020-10-19,188475,1592
27182,Pennsylvania,2020-10-20,190049,1574
27183,Pennsylvania,2020-10-21,191430,1381
27184,Pennsylvania,2020-10-22,193508,2078
27185,Pennsylvania,2020-10-23,195746,2238
27186,Pennsylvania,2020-10-24,197499,1753
27187,Pennsylvania,2020-10-25,198906,1407
27188,Pennsylvania,2020-10-26,201348,2442
27189,Pennsylvania,2020-10-27,203615,2267
27190,Pennsylvania,2020-10-28,205969,2354
27191,Pennsylvania,2020-10-29,208171,2202
27192,Pennsylvania,2020-10-30,210694,2523
27193,Pennsylvania,2020-10-31,212958,2264
27194,Pennsylvania,2020-11-01,214635,1677
27195,Pennsylvania,2020-11-02,217365,2730
27196,Pennsylvania,2020-11-03,220278,2913
27197,Pennsylvania,2020-11-04,223020,2742
27198,Pennsylvania,2020-11-05,225848,2828
27199,Pennsylvania,2020-11-06,229524,3676
27200,Pennsylvania,2020-11-07,232731,3207
27201,Pennsylvania,2020-11-08,235350,2619
27202,Pennsylvania,2020-11-09,239921,4571
27203,Pennsylvania,2020-11-10,244251,4330
27204,Pennsylvania,2020-11-11,248344,4093
27205,Pennsylvania,2020-11-12,254395,6051
27206,Pennsylvania,2020-11-13,260237,5842
27207,Pennsylvania,2020-11-14,264636,4399
27208,Pennsylvania,2020-11-15,269242,4606
27209,Pennsylvania,2020-11-16,275460,6218
27210,Pennsylvania,2020-11-17,281218,5758
27211,Pennsylvania,2020-11-18,287760,6542
27212,Pennsylvania,2020-11-19,294591,6831
27213,Pennsylvania,2020-11-20,301637,7046
27214,Pennsylvania,2020-11-21,307483,5846
27215,Pennsylvania,2020-11-22,314016,6533
27216,Pennsylvania,2020-11-23,320456,6440
27217,Pennsylvania,2020-11-24,326841,6385
27218,Pennsylvania,2020-11-25,333909,7068
27219,Pennsylvania,2020-11-26,341290,7381
27220,Pennsylvania,2020-11-27,349631,8341
27221,Pennsylvania,2020-11-28,356466,6835
27222,Pennsylvania,2020-11-29,361559,5093
27223,Pennsylvania,2020-11-30,367201,5642
27224,Pennsylvania,2020-12-01,373016,5815
27225,Pennsylvania,2020-12-02,381774,8758
27226,Pennsylvania,2020-12-03,393065,11291
27227,Pennsylvania,2020-12-04,405011,11946
27228,Pennsylvania,2020-12-05,416394,11383
27229,Pennsylvania,2020-12-06,424100,7706
27230,Pennsylvania,2020-12-07,432758,8658
27231,Pennsylvania,2020-12-08,442822,10064
27232,Pennsylvania,2020-12-09,451544,8722
27233,Pennsylvania,2020-12-10,463487,11943
27234,Pennsylvania,2020-12-11,476894,13407
27235,Pennsylvania,2020-12-12,486187,9293
27236,Pennsylvania,2020-12-13,496224,10037
27237,Pennsylvania,2020-12-14,505792,9568
27238,Pennsylvania,2020-12-15,515353,9561
27239,Pennsylvania,2020-12-16,525488,10135
27240,Pennsylvania,2020-12-17,535671,10183
27241,Pennsylvania,2020-12-18,544702,9031
27242,Pennsylvania,2020-12-19,553677,8975
27243,Pennsylvania,2020-12-20,560234,6557
27244,Pennsylvania,2020-12-21,569731,9497
27245,Pennsylvania,2020-12-22,577515,7784
27246,Pennsylvania,2020-12-23,587208,9693
27247,Pennsylvania,2020-12-24,596493,9285
27248,Pennsylvania,2020-12-25,602859,6366
27249,Pennsylvania,2020-12-26,609814,6955
27250,Pennsylvania,2020-12-27,614529,4715
27251,Pennsylvania,2020-12-28,619677,5148
27252,Pennsylvania,2020-12-29,628457,8780
27253,Pennsylvania,2020-12-30,637009,8552
27254,Pennsylvania,2020-12-31,646271,9262
27255,Pennsylvania,2021-01-01,653260,6989
27256,Pennsylvania,2021-01-02,661901,8641
27257,Pennsylvania,2021-01-03,666341,4440
27258,Pennsylvania,2021-01-04,671190,4849
27259,Pennsylvania,2021-01-05,680080,8890
27260,Pennsylvania,2021-01-06,689673,9593
27261,Pennsylvania,2021-01-07,699327,9654
27262,Pennsylvania,2021-01-08,709585,10258
27263,Pennsylvania,2021-01-09,718913,9328
27264,Pennsylvania,2021-01-10,725668,6755
27265,Pennsylvania,2021-01-11,732246,6578
27266,Pennsylvania,2021-01-12,739514,7268
27267,Pennsylvania,2021-01-13,747461,7947
27268,Pennsylvania,2021-01-14,754682,7221
27269,Pennsylvania,2021-01-15,760810,6128
27270,Pennsylvania,2021-01-16,767234,6424
27271,Pennsylvania,2021-01-17,772879,5645
27272,Pennsylvania,2021-01-18,776642,3763
27273,Pennsylvania,2021-01-19,783533,6891
27274,Pennsylvania,2021-01-20,789195,5662
27275,Pennsylvania,2021-01-21,794787,5592
27276,Pennsylvania,2021-01-22,800094,5307
27277,Pennsylvania,2021-01-23,805387,5293
27278,Pennsylvania,2021-01-24,809040,3653
27279,Pennsylvania,2021-01-25,813744,4704
27280,Pennsylvania,2021-01-26,818493,4749
27281,Pennsylvania,2021-01-27,824330,5837
27282,Pennsylvania,2021-01-28,830574,6244
27283,Pennsylvania,2021-01-29,840003,9429
27284,Pennsylvania,2021-01-30,844609,4606
27285,Pennsylvania,2021-01-31,848335,3726
27286,Pennsylvania,2021-02-01,852028,3693
27287,Pennsylvania,2021-02-02,856229,4201
27288,Pennsylvania,2021-02-03,859414,3185
27289,Pennsylvania,2021-02-04,862834,3420
27290,Pennsylvania,2021-02-05,867586,4752
27291,Pennsylvania,2021-02-06,871549,3963
27292,Pennsylvania,2021-02-07,875571,4022
27293,Pennsylvania,2021-02-08,878713,3142
27294,Pennsylvania,2021-02-09,883019,4306
27295,Pennsylvania,2021-02-10,886182,3163
27296,Pennsylvania,2021-02-11,890121,3939
27297,Pennsylvania,2021-02-12,893425,3304
27298,Pennsylvania,2021-02-13,897047,3622
27299,Pennsylvania,2021-02-14,899497,2450
27300,Pennsylvania,2021-02-15,901248,1751
27301,Pennsylvania,2021-02-16,904249,3001
27302,Pennsylvania,2021-02-17,907764,3515
27303,Pennsylvania,2021-02-18,911018,3254
27304,Pennsylvania,2021-02-19,913787,2769
27305,Pennsylvania,2021-02-20,916361,2574
27306,Pennsylvania,2021-02-21,918169,1808
27307,Pennsylvania,2021-02-22,920026,1857
27308,Pennsylvania,2021-02-23,922861,2835
27309,Pennsylvania,2021-02-24,925654,2793
27310,Pennsylvania,2021-02-25,928056,2402
27311,Pennsylvania,2021-02-26,931113,3057
27312,Pennsylvania,2021-02-27,934080,2967
27313,Pennsylvania,2021-02-28,935872,1792
27314,Pennsylvania,2021-03-01,938303,2431
27315,Pennsylvania,2021-03-02,940807,2504
27316,Pennsylvania,2021-03-03,943442,2635
27317,Pennsylvania,2021-03-04,946458,3016
27318,Pennsylvania,2021-03-05,949237,2779
27319,Pennsylvania,2021-03-06,951674,2437
27320,Pennsylvania,2021-03-07,953388,1714
27321,Pennsylvania,2021-03-08,955316,1928
27322,Pennsylvania,2021-03-09,958253,2937
27323,Pennsylvania,2021-03-10,960847,2594
27324,Pennsylvania,2021-03-11,963577,2730
27325,Pennsylvania,2021-03-12,966620,3043
27326,Pennsylvania,2021-03-13,969108,2488
27327,Pennsylvania,2021-03-14,970890,1782
27328,Pennsylvania,2021-03-15,972792,1902
27329,Pennsylvania,2021-03-16,975917,3125
27330,Pennsylvania,2021-03-17,979132,3215
27331,Pennsylvania,2021-03-18,982164,3032
27332,Pennsylvania,2021-03-19,985672,3508
27333,Pennsylvania,2021-03-20,989397,3725
27334,Pennsylvania,2021-03-21,991413,2016
27335,Pennsylvania,2021-03-22,993686,2273
27336,Pennsylvania,2021-03-23,997356,3670
27337,Pennsylvania,2021-03-24,1001967,4611
27338,Pennsylvania,2021-03-25,1005649,3682
27339,Pennsylvania,2021-03-26,1010681,5032
27340,Pennsylvania,2021-03-27,1016425,5744
27341,Pennsylvania,2021-03-28,1016791,366
27342,Pennsylvania,2021-03-29,1020794,4003
27343,Pennsylvania,2021-03-30,1026082,5288
27344,Pennsylvania,2021-03-31,1030498,4416
27345,Pennsylvania,2021-04-01,1034432,3934
27346,Pennsylvania,2021-04-02,1038504,4072
27347,Pennsylvania,2021-04-03,1043828,5324
27348,Pennsylvania,2021-04-04,1046814,2986
27349,Pennsylvania,2021-04-05,1050738,3924
27350,Pennsylvania,2021-04-06,1055606,4868
27351,Pennsylvania,2021-04-07,1060249,4643
27352,Pennsylvania,2021-04-08,1064693,4444
27353,Pennsylvania,2021-04-09,1069849,5156
27354,Pennsylvania,2021-04-10,1074033,4184
27355,Pennsylvania,2021-04-11,1077353,3320
27356,Pennsylvania,2021-04-12,1081228,3875
27357,Pennsylvania,2021-04-13,1087324,6096
27358,Pennsylvania,2021-04-14,1093637,6313
27359,Pennsylvania,2021-04-15,1098745,5108
27360,Pennsylvania,2021-04-16,1104341,5596
27361,Pennsylvania,2021-04-17,1108718,4377
27362,Pennsylvania,2021-04-18,1111426,2708
27363,Pennsylvania,2021-04-19,1114618,3192
27364,Pennsylvania,2021-04-20,1119655,5037
27365,Pennsylvania,2021-04-21,1124194,4539
27366,Pennsylvania,2021-04-22,1128284,4090
27367,Pennsylvania,2021-04-23,1132319,4035
27368,Pennsylvania,2021-04-24,1136008,3689
27369,Pennsylvania,2021-04-25,1138602,2594
27370,Pennsylvania,2021-04-26,1141337,2735
27371,Pennsylvania,2021-04-27,1144960,3623
27372,Pennsylvania,2021-04-28,1148513,3553
27373,Pennsylvania,2021-04-29,1151913,3400
27374,Pennsylvania,2021-04-30,1156326,4413
27375,Pennsylvania,2021-05-01,1159010,2684
27376,Pennsylvania,2021-05-02,1161192,2182
27377,Pennsylvania,2021-05-03,1163655,2463
27378,Pennsylvania,2021-05-04,1166279,2624
27379,Pennsylvania,2021-05-05,1168627,2348
27380,Pennsylvania,2021-05-06,1171938,3311
27381,Pennsylvania,2021-05-07,1174544,2606
27382,Pennsylvania,2021-05-08,1176878,2334
27383,Pennsylvania,2021-05-09,1177974,1096
27384,Pennsylvania,2021-05-10,1179663,1689
27385,Pennsylvania,2021-05-11,1181889,2226
27386,Pennsylvania,2021-05-12,1183787,1898
27387,Pennsylvania,2021-05-13,1186345,2558
27388,Pennsylvania,2021-05-14,1187976,1631
27389,Pennsylvania,2021-05-15,1189710,1734
27390,Pennsylvania,2021-05-16,1190579,869
27391,Pennsylvania,2021-05-17,1192009,1430
27392,Pennsylvania,2021-05-18,1193621,1612
27393,Pennsylvania,2021-05-19,1194677,1056
27394,Pennsylvania,2021-05-20,1196453,1776
27395,Pennsylvania,2021-05-21,1198129,1676
27396,Pennsylvania,2021-05-22,1199386,1257
27397,Pennsylvania,2021-05-23,1200198,812
27398,Pennsylvania,2021-05-24,1201398,1200
27399,Pennsylvania,2021-05-25,1202193,795
27400,Pennsylvania,2021-05-26,1203152,959
27401,Pennsylvania,2021-05-27,1204374,1222
27402,Pennsylvania,2021-05-28,1205267,893
27403,Pennsylvania,2021-05-29,1205971,704
27404,Pennsylvania,2021-05-30,1206445,474
27405,Pennsylvania,2021-05-31,1206764,319
27406,Pennsylvania,2021-06-01,1207610,846
27407,Pennsylvania,2021-06-02,1208133,523
27408,Pennsylvania,2021-06-03,1208879,746
27409,Pennsylvania,2021-06-04,1209492,613
27410,Pennsylvania,2021-06-05,1209894,402
27411,Pennsylvania,2021-06-06,1210224,330
27412,Pennsylvania,2021-06-07,1210691,467
27413,Pennsylvania,2021-06-08,1211114,423
27414,Pennsylvania,2021-06-09,1211487,373
27415,Pennsylvania,2021-06-10,1212155,668
27416,Pennsylvania,2021-06-11,1212529,374
27417,Pennsylvania,2021-06-12,1212831,302
27418,Pennsylvania,2021-06-13,1212999,168
27419,Pennsylvania,2021-06-14,1213350,351
27420,Pennsylvania,2021-06-15,1213772,422
27421,Pennsylvania,2021-06-16,1214051,279
27422,Pennsylvania,2021-06-17,1214395,344
27423,Pennsylvania,2021-06-18,1214625,230
27424,Pennsylvania,2021-06-19,1214795,170
27425,Pennsylvania,2021-06-20,1214895,100
27426,Pennsylvania,2021-06-21,1215116,221
27427,Pennsylvania,2021-06-22,1215239,123
27428,Pennsylvania,2021-06-23,1215374,135
27429,Pennsylvania,2021-06-24,1215735,361
27430,Pennsylvania,2021-06-25,1215889,154
27431,Pennsylvania,2021-06-26,1216037,148
27432,Pennsylvania,2021-06-27,1216133,96
27433,Pennsylvania,2021-06-28,1216293,160
27434,Pennsylvania,2021-06-29,1216430,137
27435,Pennsylvania,2021-06-30,1216579,149
27436,Pennsylvania,2021-07-01,1216965,386
27437,Pennsylvania,2021-07-02,1217115,150
27438,Pennsylvania,2021-07-03,1217288,173
27439,Pennsylvania,2021-07-04,1217389,101
27440,Pennsylvania,2021-07-05,1217484,95
27441,Pennsylvania,2021-07-06,1217567,83
27442,Pennsylvania,2021-07-07,1217707,140
27443,Pennsylvania,2021-07-08,1218097,390
27444,Pennsylvania,2021-07-09,1218291,194
27445,Pennsylvania,2021-07-10,1218490,199
27446,Pennsylvania,2021-07-11,1218631,141
27447,Pennsylvania,2021-07-12,1218886,255
27448,Pennsylvania,2021-07-13,1219161,275
27449,Pennsylvania,2021-07-14,1219405,244
27450,Pennsylvania,2021-07-15,1219722,317
27451,Pennsylvania,2021-07-16,1220060,338
27452,Pennsylvania,2021-07-17,1220385,325
27453,Pennsylvania,2021-07-18,1220653,268
27454,Pennsylvania,2021-07-19,1221350,697
27455,Pennsylvania,2021-07-20,1221836,486
27456,Pennsylvania,2021-07-21,1222311,475
27457,Pennsylvania,2021-07-22,1223026,715
27458,Pennsylvania,2021-07-23,1223476,450
27459,Pennsylvania,2021-07-24,1224028,552
27460,Pennsylvania,2021-07-25,1224390,362
27461,Pennsylvania,2021-07-26,1225327,937
27462,Pennsylvania,2021-07-27,1226157,830
27463,Pennsylvania,2021-07-28,1226720,563
27464,Pennsylvania,2021-07-29,1228104,1384
27465,Pennsylvania,2021-07-30,1229002,898
27466,Pennsylvania,2021-07-31,1229002,0
27467,Pennsylvania,2021-08-01,1230742,1740
27468,Pennsylvania,2021-08-02,1232238,1496
27469,Pennsylvania,2021-08-03,1233461,1223
27470,Pennsylvania,2021-08-04,1235196,1735
27471,Pennsylvania,2021-08-05,1236887,1691
27472,Pennsylvania,2021-08-06,1238552,1665
27473,Pennsylvania,2021-08-07,1239996,1444
27474,Pennsylvania,2021-08-08,1239996,0
27475,Pennsylvania,2021-08-09,1242724,2728
27476,Pennsylvania,2021-08-10,1244753,2029
27477,Pennsylvania,2021-08-11,1246528,1775
27478,Pennsylvania,2021-08-12,1248787,2259
27479,Pennsylvania,2021-08-13,1250885,2098
27480,Pennsylvania,2021-08-14,1252727,1842
27481,Pennsylvania,2021-08-15,1254613,1886
27482,Pennsylvania,2021-08-16,1256689,2076
27483,Pennsylvania,2021-08-17,1258774,2085
27484,Pennsylvania,2021-08-18,1261160,2386
27485,Pennsylvania,2021-08-19,1265068,3908
27486,Pennsylvania,2021-08-20,1267612,2544
27487,Pennsylvania,2021-08-21,1269919,2307
27488,Pennsylvania,2021-08-22,1271753,1834
27489,Pennsylvania,2021-08-23,1274337,2584
27490,Pennsylvania,2021-08-24,1277105,2768
27491,Pennsylvania,2021-08-25,1281199,4094
27492,Pennsylvania,2021-08-26,1284532,3333
27493,Pennsylvania,2021-08-27,1288041,3509
27494,Pennsylvania,2021-08-28,1291324,3283
