serial,province_state,obsv_date,confirmed,New_Cases
233656,Tamil Nadu,2021-02-23,849166,442
234421,Tamil Nadu,2021-02-24,849629,463
235186,Tamil Nadu,2021-02-25,850096,467
235951,Tamil Nadu,2021-02-26,850577,481
236716,Tamil Nadu,2021-02-27,851063,486
237481,Tamil Nadu,2021-02-28,851542,479
238246,Tamil Nadu,2021-03-01,852016,474
239011,Tamil Nadu,2021-03-02,852478,462
239776,Tamil Nadu,2021-03-03,852967,489
240541,Tamil Nadu,2021-03-04,853449,482
241306,Tamil Nadu,2021-03-05,853992,543
242071,Tamil Nadu,2021-03-06,854554,562
242836,Tamil Nadu,2021-03-07,855121,567
243601,Tamil Nadu,2021-03-08,855677,556
244366,Tamil Nadu,2021-03-09,856246,569
245131,Tamil Nadu,2021-03-10,856917,671
245896,Tamil Nadu,2021-03-11,857602,685
246661,Tamil Nadu,2021-03-12,858272,670
247426,Tamil Nadu,2021-03-13,858967,695
248191,Tamil Nadu,2021-03-14,859726,759
248956,Tamil Nadu,2021-03-15,860562,836
249721,Tamil Nadu,2021-03-16,861429,867
250486,Tamil Nadu,2021-03-17,862374,945
251251,Tamil Nadu,2021-03-18,863363,989
252016,Tamil Nadu,2021-03-19,864450,1087
252781,Tamil Nadu,2021-03-20,865693,1243
253546,Tamil Nadu,2021-03-21,866982,1289
254311,Tamil Nadu,2021-03-22,868367,1385
255076,Tamil Nadu,2021-03-23,869804,1437
255841,Tamil Nadu,2021-03-24,871440,1636
256606,Tamil Nadu,2021-03-25,873219,1779
257371,Tamil Nadu,2021-03-26,875190,1971
258136,Tamil Nadu,2021-03-27,877279,2089
258901,Tamil Nadu,2021-03-28,879473,2194
259666,Tamil Nadu,2021-03-29,881752,2279
260431,Tamil Nadu,2021-03-30,884094,2342
261196,Tamil Nadu,2021-03-31,886673,2579
261961,Tamil Nadu,2021-04-01,889490,2817
262726,Tamil Nadu,2021-04-02,892780,3290
263491,Tamil Nadu,2021-04-03,896226,3446
264256,Tamil Nadu,2021-04-04,899807,3581
265021,Tamil Nadu,2021-04-05,903479,3672
265786,Tamil Nadu,2021-04-06,907124,3645
266551,Tamil Nadu,2021-04-07,911110,3986
267316,Tamil Nadu,2021-04-08,915386,4276
268081,Tamil Nadu,2021-04-09,920827,5441
268846,Tamil Nadu,2021-04-10,926816,5989
269611,Tamil Nadu,2021-04-11,933434,6618
270376,Tamil Nadu,2021-04-12,940145,6711
271141,Tamil Nadu,2021-04-13,947129,6984
271906,Tamil Nadu,2021-04-14,954948,7819
272671,Tamil Nadu,2021-04-15,962935,7987
273436,Tamil Nadu,2021-04-16,971384,8449
274201,Tamil Nadu,2021-04-17,980728,9344
274966,Tamil Nadu,2021-04-18,991451,10723
275731,Tamil Nadu,2021-04-19,1002392,10941
276496,Tamil Nadu,2021-04-20,1013378,10986
277261,Tamil Nadu,2021-04-21,1025059,11681
278026,Tamil Nadu,2021-04-22,1037711,12652
278791,Tamil Nadu,2021-04-23,1051487,13776
279556,Tamil Nadu,2021-04-24,1066329,14842
280321,Tamil Nadu,2021-04-25,1081988,15659
281086,Tamil Nadu,2021-04-26,1097672,15684
281851,Tamil Nadu,2021-04-27,1113502,15830
282616,Tamil Nadu,2021-04-28,1130167,16665
283381,Tamil Nadu,2021-04-29,1148064,17897
284146,Tamil Nadu,2021-04-30,1166756,18692
284911,Tamil Nadu,2021-05-01,1186344,19588
285676,Tamil Nadu,2021-05-02,1207112,20768
286441,Tamil Nadu,2021-05-03,1228064,20952
287206,Tamil Nadu,2021-05-04,1249292,21228
287971,Tamil Nadu,2021-05-05,1272602,23310
288736,Tamil Nadu,2021-05-06,1297500,24898
289501,Tamil Nadu,2021-05-07,1323965,26465
290266,Tamil Nadu,2021-05-08,1351362,27397
291031,Tamil Nadu,2021-05-09,1380259,28897
291796,Tamil Nadu,2021-05-10,1409237,28978
292561,Tamil Nadu,2021-05-11,1438509,29272
293326,Tamil Nadu,2021-05-12,1468864,30355
294091,Tamil Nadu,2021-05-13,1499485,30621
294856,Tamil Nadu,2021-05-14,1531377,31892
295621,Tamil Nadu,2021-05-15,1565035,33658
296386,Tamil Nadu,2021-05-16,1598216,33181
297151,Tamil Nadu,2021-05-17,1631291,33075
297916,Tamil Nadu,2021-05-18,1664350,33059
298681,Tamil Nadu,2021-05-19,1699225,34875
299446,Tamil Nadu,2021-05-20,1734804,35579
300211,Tamil Nadu,2021-05-21,1770988,36184
300976,Tamil Nadu,2021-05-22,1806861,35873
301741,Tamil Nadu,2021-05-23,1842344,35483
302506,Tamil Nadu,2021-05-24,1877211,34867
303271,Tamil Nadu,2021-05-25,1911496,34285
304036,Tamil Nadu,2021-05-26,1945260,33764
304801,Tamil Nadu,2021-05-27,1978621,33361
305566,Tamil Nadu,2021-05-28,2009700,31079
306331,Tamil Nadu,2021-05-29,2039716,30016
39716,Telangana,2020-06-10,3920,0
40447,Telangana,2020-06-11,4320,400
41180,Telangana,2020-06-12,4320,0
41913,Telangana,2020-06-13,4484,164
42646,Telangana,2020-06-14,4737,253
43379,Telangana,2020-06-15,5193,456
44112,Telangana,2020-06-16,5406,213
44845,Telangana,2020-06-17,5675,269
45578,Telangana,2020-06-18,6027,352
46311,Telangana,2020-06-19,6526,499
47044,Telangana,2020-06-20,7072,546
47777,Telangana,2020-06-21,7802,730
48510,Telangana,2020-06-22,8674,872
49243,Telangana,2020-06-23,9553,879
49976,Telangana,2020-06-24,10444,891
50709,Telangana,2020-06-25,11364,920
51442,Telangana,2020-06-26,12349,985
52175,Telangana,2020-06-27,13436,1087
52908,Telangana,2020-06-28,14419,983
53641,Telangana,2020-06-29,15394,975
54374,Telangana,2020-06-30,16339,945
55107,Telangana,2020-07-01,17357,1018
55840,Telangana,2020-07-02,18570,1213
56573,Telangana,2020-07-03,20462,1892
57306,Telangana,2020-07-04,22312,1850
58039,Telangana,2020-07-05,23902,1590
58772,Telangana,2020-07-06,25733,1831
59505,Telangana,2020-07-07,27612,1879
60238,Telangana,2020-07-08,29536,1924
60971,Telangana,2020-07-09,30946,1410
61704,Telangana,2020-07-10,32224,1278
62437,Telangana,2020-07-11,33402,1178
63170,Telangana,2020-07-12,34671,1269
63903,Telangana,2020-07-13,36221,1550
64636,Telangana,2020-07-14,37745,1524
65369,Telangana,2020-07-15,39342,1597
66102,Telangana,2020-07-16,41018,1676
66843,Telangana,2020-07-17,42496,1478
67589,Telangana,2020-07-18,43780,1284
68335,Telangana,2020-07-19,45076,1296
69081,Telangana,2020-07-20,46274,1198
69827,Telangana,2020-07-21,47705,1431
70573,Telangana,2020-07-22,49259,1554
71319,Telangana,2020-07-23,50826,1567
72065,Telangana,2020-07-24,52466,1640
72811,Telangana,2020-07-25,52466,0
73557,Telangana,2020-07-26,54059,1593
74303,Telangana,2020-07-27,54059,0
75050,Telangana,2020-07-28,57142,3083
75797,Telangana,2020-07-29,57142,0
76544,Telangana,2020-07-30,57142,0
77291,Telangana,2020-07-31,62703,5561
78038,Telangana,2020-08-01,64786,2083
78785,Telangana,2020-08-02,66677,1891
79532,Telangana,2020-08-03,68946,2269
80279,Telangana,2020-08-04,70958,2012
81026,Telangana,2020-08-05,73050,2092
81773,Telangana,2020-08-06,75257,2207
82520,Telangana,2020-08-07,77513,2256
83267,Telangana,2020-08-08,79495,1982
84014,Telangana,2020-08-09,80751,1256
84761,Telangana,2020-08-10,82647,1896
85508,Telangana,2020-08-11,84544,1897
86254,Telangana,2020-08-12,86475,1931
87000,Telangana,2020-08-13,88396,1921
87746,Telangana,2020-08-14,90259,1863
88492,Telangana,2020-08-15,91361,1102
89238,Telangana,2020-08-16,92255,894
89984,Telangana,2020-08-17,93937,1682
90730,Telangana,2020-08-18,95700,1763
91476,Telangana,2020-08-19,97424,1724
92222,Telangana,2020-08-20,99391,1967
92968,Telangana,2020-08-21,101865,2474
93714,Telangana,2020-08-22,104249,2384
94460,Telangana,2020-08-23,106091,1842
95206,Telangana,2020-08-24,108670,2579
95952,Telangana,2020-08-25,111688,3018
96698,Telangana,2020-08-26,114483,2795
97444,Telangana,2020-08-27,117415,2932
98190,Telangana,2020-08-28,120166,2751
98936,Telangana,2020-08-29,123090,2924
99682,Telangana,2020-08-30,124963,1873
100428,Telangana,2020-08-31,127697,2734
101174,Telangana,2020-09-01,130589,2892
101920,Telangana,2020-09-02,133406,2817
102666,Telangana,2020-09-03,135884,2478
103412,Telangana,2020-09-04,138395,2511
104158,Telangana,2020-09-05,140969,2574
104904,Telangana,2020-09-06,142771,1802
105650,Telangana,2020-09-07,145163,2392
106396,Telangana,2020-09-08,147642,2479
107142,Telangana,2020-09-09,150176,2534
107888,Telangana,2020-09-10,152602,2426
108634,Telangana,2020-09-11,154880,2278
109380,Telangana,2020-09-12,157096,2216
110126,Telangana,2020-09-13,158513,1417
110872,Telangana,2020-09-14,158513,0
111618,Telangana,2020-09-15,162844,4331
112364,Telangana,2020-09-16,165003,2159
113110,Telangana,2020-09-17,167046,2043
113856,Telangana,2020-09-18,169169,2123
114602,Telangana,2020-09-19,171306,2137
115348,Telangana,2020-09-20,172608,1302
116094,Telangana,2020-09-21,174774,2166
116841,Telangana,2020-09-22,177070,2296
117588,Telangana,2020-09-23,179246,2176
118335,Telangana,2020-09-24,181627,2381
119082,Telangana,2020-09-25,183866,2239
119829,Telangana,2020-09-26,185833,1967
120576,Telangana,2020-09-27,187211,1378
121323,Telangana,2020-09-28,189283,2072
122070,Telangana,2020-09-29,191386,2103
122817,Telangana,2020-09-30,193600,2214
123564,Telangana,2020-10-01,195609,2009
124311,Telangana,2020-10-02,197327,1718
125058,Telangana,2020-10-03,199276,1949
125805,Telangana,2020-10-04,200611,1335
126552,Telangana,2020-10-05,202594,1983
127299,Telangana,2020-10-06,204748,2154
128046,Telangana,2020-10-07,206644,1896
128793,Telangana,2020-10-08,208535,1891
129540,Telangana,2020-10-09,210346,1811
130287,Telangana,2020-10-10,212063,1717
131034,Telangana,2020-10-11,213084,1021
131782,Telangana,2020-10-12,214792,1708
132530,Telangana,2020-10-13,216238,1446
133278,Telangana,2020-10-14,217670,1432
134026,Telangana,2020-10-15,219224,1554
134774,Telangana,2020-10-16,220675,1451
135522,Telangana,2020-10-17,222111,1436
136270,Telangana,2020-10-18,223059,948
137018,Telangana,2020-10-19,224545,1486
137766,Telangana,2020-10-20,226124,1579
138514,Telangana,2020-10-21,227580,1456
139262,Telangana,2020-10-22,229001,1421
140010,Telangana,2020-10-23,230274,1273
140758,Telangana,2020-10-24,231252,978
141506,Telangana,2020-10-25,231834,582
142254,Telangana,2020-10-26,232671,837
143002,Telangana,2020-10-27,234152,1481
143751,Telangana,2020-10-28,235656,1504
144500,Telangana,2020-10-29,237187,1531
145249,Telangana,2020-10-30,238632,1445
145998,Telangana,2020-10-31,240048,1416
146747,Telangana,2020-11-01,240970,922
147496,Telangana,2020-11-02,242506,1536
148245,Telangana,2020-11-03,244143,1637
148994,Telangana,2020-11-04,245682,1539
149743,Telangana,2020-11-05,247284,1602
150492,Telangana,2020-11-06,248891,1607
151241,Telangana,2020-11-07,250331,1440
151990,Telangana,2020-11-08,251188,857
152739,Telangana,2020-11-09,252455,1267
153489,Telangana,2020-11-10,253651,1196
154239,Telangana,2020-11-11,254666,1015
154997,Telangana,2020-11-12,255663,997
155759,Telangana,2020-11-13,256713,1050
156521,Telangana,2020-11-14,257374,661
157283,Telangana,2020-11-15,257876,502
158045,Telangana,2020-11-16,258828,952
158807,Telangana,2020-11-17,259776,948
159569,Telangana,2020-11-18,260834,1058
160331,Telangana,2020-11-19,261728,894
161093,Telangana,2020-11-20,262653,925
161855,Telangana,2020-11-21,263526,873
162617,Telangana,2020-11-22,264128,602
163379,Telangana,2020-11-23,265049,921
164142,Telangana,2020-11-24,266042,993
164905,Telangana,2020-11-25,266904,862
165668,Telangana,2020-11-26,267665,761
166431,Telangana,2020-11-27,268418,753
167194,Telangana,2020-11-28,269223,805
167957,Telangana,2020-11-29,269816,593
168720,Telangana,2020-11-30,270318,502
169483,Telangana,2020-12-01,270883,565
170246,Telangana,2020-12-02,271492,609
171009,Telangana,2020-12-03,272123,631
171772,Telangana,2020-12-04,272719,596
172535,Telangana,2020-12-05,273341,622
173298,Telangana,2020-12-06,273858,517
174061,Telangana,2020-12-07,274540,682
174824,Telangana,2020-12-08,275261,721
175587,Telangana,2020-12-09,275904,643
176350,Telangana,2020-12-10,276516,612
177113,Telangana,2020-12-11,277151,635
177876,Telangana,2020-12-12,277724,573
178639,Telangana,2020-12-13,278108,384
179402,Telangana,2020-12-14,278599,491
180165,Telangana,2020-12-15,279135,536
180928,Telangana,2020-12-16,279644,509
181691,Telangana,2020-12-17,280195,551
182454,Telangana,2020-12-18,280822,627
183217,Telangana,2020-12-19,281414,592
183980,Telangana,2020-12-20,281730,316
184743,Telangana,2020-12-21,282347,617
185506,Telangana,2020-12-22,282982,635
186269,Telangana,2020-12-23,283556,574
187032,Telangana,2020-12-24,284074,518
187795,Telangana,2020-12-25,284391,317
188558,Telangana,2020-12-26,284863,472
189321,Telangana,2020-12-27,285068,205
190084,Telangana,2020-12-28,285465,397
190847,Telangana,2020-12-29,285939,474
191610,Telangana,2020-12-30,286354,415
192373,Telangana,2020-12-31,286354,0
193136,Telangana,2021-01-01,286815,461
193899,Telangana,2021-01-02,287502,687
194662,Telangana,2021-01-03,287740,238
195426,Telangana,2021-01-04,287993,253
196190,Telangana,2021-01-05,288410,417
196954,Telangana,2021-01-06,288789,379
197718,Telangana,2021-01-07,289135,346
198482,Telangana,2021-01-08,289135,0
199246,Telangana,2021-01-09,289784,649
200010,Telangana,2021-01-10,290008,224
200774,Telangana,2021-01-11,290309,301
201538,Telangana,2021-01-12,290640,331
202302,Telangana,2021-01-13,290916,276
203066,Telangana,2021-01-14,291118,202
203830,Telangana,2021-01-15,291367,249
204594,Telangana,2021-01-16,291666,299
205358,Telangana,2021-01-17,291872,206
206122,Telangana,2021-01-18,292128,256
206886,Telangana,2021-01-19,292395,267
207650,Telangana,2021-01-20,292621,226
208415,Telangana,2021-01-21,292835,214
209180,Telangana,2021-01-22,293056,221
209945,Telangana,2021-01-23,293253,197
210710,Telangana,2021-01-24,293401,148
211475,Telangana,2021-01-25,293590,189
212240,Telangana,2021-01-26,293737,147
213005,Telangana,2021-01-27,293923,186
213770,Telangana,2021-01-28,294120,197
214535,Telangana,2021-01-29,294306,186
215300,Telangana,2021-01-30,294469,163
216065,Telangana,2021-01-31,294587,118
216830,Telangana,2021-02-01,294739,152
217595,Telangana,2021-02-02,294924,185
218360,Telangana,2021-02-03,295101,177
219125,Telangana,2021-02-04,295270,169
219890,Telangana,2021-02-05,295431,161
220655,Telangana,2021-02-06,295581,150
221420,Telangana,2021-02-07,295682,101
222185,Telangana,2021-02-08,295831,149
222950,Telangana,2021-02-09,295988,157
223715,Telangana,2021-02-10,296134,146
224480,Telangana,2021-02-11,296277,143
225245,Telangana,2021-02-12,296428,151
226010,Telangana,2021-02-13,296574,146
226775,Telangana,2021-02-14,296673,99
227540,Telangana,2021-02-15,296802,129
228305,Telangana,2021-02-16,296950,148
229070,Telangana,2021-02-17,297113,163
229835,Telangana,2021-02-18,297278,165
230600,Telangana,2021-02-19,297435,157
231365,Telangana,2021-02-20,297598,163
232130,Telangana,2021-02-21,297712,114
232895,Telangana,2021-02-22,297861,149
233660,Telangana,2021-02-23,298057,196
234425,Telangana,2021-02-24,298264,207
235190,Telangana,2021-02-25,298453,189
235955,Telangana,2021-02-26,298631,178
236720,Telangana,2021-02-27,298807,176
237485,Telangana,2021-02-28,298923,116
238250,Telangana,2021-03-01,299086,163
239015,Telangana,2021-03-02,299254,168
239780,Telangana,2021-03-03,299406,152
240545,Telangana,2021-03-04,299572,166
241310,Telangana,2021-03-05,299742,170
242075,Telangana,2021-03-06,299900,158
242840,Telangana,2021-03-07,300011,111
243605,Telangana,2021-03-08,300153,142
244370,Telangana,2021-03-09,300342,189
245135,Telangana,2021-03-10,300536,194
245900,Telangana,2021-03-11,300717,181
246665,Telangana,2021-03-12,300933,216
247430,Telangana,2021-03-13,301161,228
248195,Telangana,2021-03-14,301318,157
248960,Telangana,2021-03-15,301522,204
249725,Telangana,2021-03-16,301769,247
250490,Telangana,2021-03-17,302047,278
251255,Telangana,2021-03-18,302360,313
252020,Telangana,2021-03-19,302724,364
252785,Telangana,2021-03-20,303118,394
253550,Telangana,2021-03-21,303455,337
254315,Telangana,2021-03-22,303867,412
255080,Telangana,2021-03-23,304298,431
255845,Telangana,2021-03-24,304791,493
256610,Telangana,2021-03-25,305309,518
257375,Telangana,2021-03-26,305804,495
258140,Telangana,2021-03-27,306339,535
258905,Telangana,2021-03-28,306742,403
259670,Telangana,2021-03-29,307205,463
260435,Telangana,2021-03-30,307889,684
261200,Telangana,2021-03-31,308776,887
261965,Telangana,2021-04-01,309741,965
262730,Telangana,2021-04-02,310819,1078
263495,Telangana,2021-04-03,312140,1321
264260,Telangana,2021-04-04,313237,1097
265025,Telangana,2021-04-05,314735,1498
265790,Telangana,2021-04-06,316649,1914
266555,Telangana,2021-04-07,319054,2405
267320,Telangana,2021-04-08,321182,2128
268085,Telangana,2021-04-09,324091,2909
268850,Telangana,2021-04-10,327278,3187
269615,Telangana,2021-04-11,329529,2251
270380,Telangana,2021-04-12,332581,3052
271145,Telangana,2021-04-13,334738,2157
271910,Telangana,2021-04-14,338045,3307
272675,Telangana,2021-04-15,341885,3840
273440,Telangana,2021-04-16,346331,4446
274205,Telangana,2021-04-17,351424,5093
274970,Telangana,2021-04-18,355433,4009
275735,Telangana,2021-04-19,361359,5926
276500,Telangana,2021-04-20,367901,6542
277265,Telangana,2021-04-21,373468,5567
278030,Telangana,2021-04-22,379494,6026
278795,Telangana,2021-04-23,387106,7612
279560,Telangana,2021-04-24,395232,8126
280325,Telangana,2021-04-25,401783,6551
281090,Telangana,2021-04-26,411905,10122
281855,Telangana,2021-04-27,419966,8061
282620,Telangana,2021-04-28,427960,7994
283385,Telangana,2021-04-29,435606,7646
284150,Telangana,2021-04-30,443360,7754
284915,Telangana,2021-05-01,450790,7430
285680,Telangana,2021-05-02,456485,5695
286445,Telangana,2021-05-03,463361,6876
287210,Telangana,2021-05-04,469722,6361
287975,Telangana,2021-05-05,475748,6026
288740,Telangana,2021-05-06,481640,5892
289505,Telangana,2021-05-07,487199,5559
290270,Telangana,2021-05-08,492385,5186
291035,Telangana,2021-05-09,497361,4976
291800,Telangana,2021-05-10,502187,4826
292565,Telangana,2021-05-11,506988,4801
293330,Telangana,2021-05-12,511711,4723
294095,Telangana,2021-05-13,516404,4693
294860,Telangana,2021-05-14,520709,4305
295625,Telangana,2021-05-15,525007,4298
296390,Telangana,2021-05-16,528823,3816
297155,Telangana,2021-05-17,532784,3961
297920,Telangana,2021-05-18,536766,3982
298685,Telangana,2021-05-19,540603,3837
299450,Telangana,2021-05-20,544263,3660
300215,Telangana,2021-05-21,547727,3464
300980,Telangana,2021-05-22,551035,3308
301745,Telangana,2021-05-23,553277,2242
302510,Telangana,2021-05-24,556320,3043
303275,Telangana,2021-05-25,560141,3821
304040,Telangana,2021-05-26,563903,3762
304805,Telangana,2021-05-27,567517,3614
305570,Telangana,2021-05-28,571044,3527
306335,Telangana,2021-05-29,574026,2982
39733,Tripura,2020-06-10,864,0
40464,Tripura,2020-06-11,913,49
41197,Tripura,2020-06-12,913,0
41930,Tripura,2020-06-13,961,48
42663,Tripura,2020-06-14,1046,85
43396,Tripura,2020-06-15,1086,40
44129,Tripura,2020-06-16,1092,6
44862,Tripura,2020-06-17,1135,43
45595,Tripura,2020-06-18,1155,20
46328,Tripura,2020-06-19,1178,23
47061,Tripura,2020-06-20,1186,8
47794,Tripura,2020-06-21,1221,35
48527,Tripura,2020-06-22,1237,16
49260,Tripura,2020-06-23,1259,22
49993,Tripura,2020-06-24,1259,0
50726,Tripura,2020-06-25,1290,31
51459,Tripura,2020-06-26,1325,35
52192,Tripura,2020-06-27,1334,9
52925,Tripura,2020-06-28,1346,12
53658,Tripura,2020-06-29,1380,34
54391,Tripura,2020-06-30,1388,8
55124,Tripura,2020-07-01,1396,8
55857,Tripura,2020-07-02,1435,39
56590,Tripura,2020-07-03,1525,90
57323,Tripura,2020-07-04,1546,21
58056,Tripura,2020-07-05,1568,22
58789,Tripura,2020-07-06,1680,112
59522,Tripura,2020-07-07,1704,24
60255,Tripura,2020-07-08,1761,57
60988,Tripura,2020-07-09,1776,15
61721,Tripura,2020-07-10,1918,142
62454,Tripura,2020-07-11,1918,0
63187,Tripura,2020-07-12,2054,136
63920,Tripura,2020-07-13,2080,26
64653,Tripura,2020-07-14,2170,90
65386,Tripura,2020-07-15,2268,98
66119,Tripura,2020-07-16,2283,15
66860,Tripura,2020-07-17,2366,83
67606,Tripura,2020-07-18,2654,288
68352,Tripura,2020-07-19,2878,224
69098,Tripura,2020-07-20,3079,201
69844,Tripura,2020-07-21,3331,252
70590,Tripura,2020-07-22,3449,118
71336,Tripura,2020-07-23,3656,207
72082,Tripura,2020-07-24,3759,103
72828,Tripura,2020-07-25,3862,103
73574,Tripura,2020-07-26,3900,38
74320,Tripura,2020-07-27,4049,149
75067,Tripura,2020-07-28,4049,0
75814,Tripura,2020-07-29,4485,436
76561,Tripura,2020-07-30,4706,221
77308,Tripura,2020-07-31,4978,272
78055,Tripura,2020-08-01,5233,255
78802,Tripura,2020-08-02,5374,141
79549,Tripura,2020-08-03,5505,131
80296,Tripura,2020-08-04,5628,123
81043,Tripura,2020-08-05,5725,97
81790,Tripura,2020-08-06,5853,128
82537,Tripura,2020-08-07,5999,146
83284,Tripura,2020-08-08,6146,147
84031,Tripura,2020-08-09,6208,62
84778,Tripura,2020-08-10,6372,164
85525,Tripura,2020-08-11,6482,110
86271,Tripura,2020-08-12,6603,121
87017,Tripura,2020-08-13,6767,164
87763,Tripura,2020-08-14,6934,167
88509,Tripura,2020-08-15,7061,127
89255,Tripura,2020-08-16,7204,143
90001,Tripura,2020-08-17,7409,205
90747,Tripura,2020-08-18,7645,236
91493,Tripura,2020-08-19,7835,190
92239,Tripura,2020-08-20,8091,256
92985,Tripura,2020-08-21,8371,280
93731,Tripura,2020-08-22,8702,331
94477,Tripura,2020-08-23,8902,200
95223,Tripura,2020-08-24,9195,293
95969,Tripura,2020-08-25,9523,328
96715,Tripura,2020-08-26,9908,385
97461,Tripura,2020-08-27,10414,506
98207,Tripura,2020-08-28,10857,443
98953,Tripura,2020-08-29,11307,450
99699,Tripura,2020-08-30,11644,337
100445,Tripura,2020-08-31,12153,509
101191,Tripura,2020-09-01,12702,549
101937,Tripura,2020-09-02,13292,590
102683,Tripura,2020-09-03,13816,524
103429,Tripura,2020-09-04,14507,691
104175,Tripura,2020-09-05,15109,602
104921,Tripura,2020-09-06,15508,399
105667,Tripura,2020-09-07,16135,627
106413,Tripura,2020-09-08,16717,582
107159,Tripura,2020-09-09,17252,535
107905,Tripura,2020-09-10,17811,559
108651,Tripura,2020-09-11,18281,470
109397,Tripura,2020-09-12,18910,629
110143,Tripura,2020-09-13,19165,255
110889,Tripura,2020-09-14,19165,0
111635,Tripura,2020-09-15,20150,985
112381,Tripura,2020-09-16,20676,526
113127,Tripura,2020-09-17,20949,273
113873,Tripura,2020-09-18,21484,535
114619,Tripura,2020-09-19,22032,548
115365,Tripura,2020-09-20,22275,243
116111,Tripura,2020-09-21,22834,559
116858,Tripura,2020-09-22,23338,504
117605,Tripura,2020-09-23,23789,451
118352,Tripura,2020-09-24,24130,341
119099,Tripura,2020-09-25,24408,278
119846,Tripura,2020-09-26,24728,320
120593,Tripura,2020-09-27,24921,193
121340,Tripura,2020-09-28,25353,432
122087,Tripura,2020-09-29,25734,381
122834,Tripura,2020-09-30,26066,332
123581,Tripura,2020-10-01,26362,296
124328,Tripura,2020-10-02,26552,190
125075,Tripura,2020-10-03,26874,322
125822,Tripura,2020-10-04,27033,159
126569,Tripura,2020-10-05,27308,275
127316,Tripura,2020-10-06,27545,237
128063,Tripura,2020-10-07,27759,214
128810,Tripura,2020-10-08,27982,223
129557,Tripura,2020-10-09,28153,171
130304,Tripura,2020-10-10,28352,199
131051,Tripura,2020-10-11,28461,109
131799,Tripura,2020-10-12,28678,217
132547,Tripura,2020-10-13,28859,181
133295,Tripura,2020-10-14,29031,172
134043,Tripura,2020-10-15,29193,162
134791,Tripura,2020-10-16,29327,134
135539,Tripura,2020-10-17,29468,141
136287,Tripura,2020-10-18,29553,85
137035,Tripura,2020-10-19,29688,135
137783,Tripura,2020-10-20,29800,112
138531,Tripura,2020-10-21,29925,125
139279,Tripura,2020-10-22,30070,145
140027,Tripura,2020-10-23,30135,65
140775,Tripura,2020-10-24,30221,86
141523,Tripura,2020-10-25,30257,36
142271,Tripura,2020-10-26,30293,36
143019,Tripura,2020-10-27,30453,160
143768,Tripura,2020-10-28,30566,113
144517,Tripura,2020-10-29,30663,97
145266,Tripura,2020-10-30,30717,54
146015,Tripura,2020-10-31,30794,77
146764,Tripura,2020-11-01,30852,58
147513,Tripura,2020-11-02,30989,137
148262,Tripura,2020-11-03,31105,116
149011,Tripura,2020-11-04,31237,132
149760,Tripura,2020-11-05,31347,110
150509,Tripura,2020-11-06,31434,87
151258,Tripura,2020-11-07,31517,83
152007,Tripura,2020-11-08,31543,26
152756,Tripura,2020-11-09,31622,79
153506,Tripura,2020-11-10,31706,84
154256,Tripura,2020-11-11,31765,59
155014,Tripura,2020-11-12,31841,76
155776,Tripura,2020-11-13,31919,78
156538,Tripura,2020-11-14,31945,26
157300,Tripura,2020-11-15,31962,17
158062,Tripura,2020-11-16,32039,77
158824,Tripura,2020-11-17,32112,73
159586,Tripura,2020-11-18,32217,105
160348,Tripura,2020-11-19,32292,75
161110,Tripura,2020-11-20,32367,75
161872,Tripura,2020-11-21,32415,48
162634,Tripura,2020-11-22,32434,19
163396,Tripura,2020-11-23,32493,59
164159,Tripura,2020-11-24,32528,35
164922,Tripura,2020-11-25,32578,50
165685,Tripura,2020-11-26,32610,32
166448,Tripura,2020-11-27,32641,31
167211,Tripura,2020-11-28,32674,33
167974,Tripura,2020-11-29,32695,21
168737,Tripura,2020-11-30,32726,31
169500,Tripura,2020-12-01,32764,38
170263,Tripura,2020-12-02,32803,39
171026,Tripura,2020-12-03,32836,33
171789,Tripura,2020-12-04,32860,24
172552,Tripura,2020-12-05,32891,31
173315,Tripura,2020-12-06,32897,6
174078,Tripura,2020-12-07,32925,28
174841,Tripura,2020-12-08,32945,20
175604,Tripura,2020-12-09,32976,31
176367,Tripura,2020-12-10,32997,21
177130,Tripura,2020-12-11,33015,18
177893,Tripura,2020-12-12,33038,23
178656,Tripura,2020-12-13,33048,10
179419,Tripura,2020-12-14,33057,9
180182,Tripura,2020-12-15,33081,24
180945,Tripura,2020-12-16,33098,17
181708,Tripura,2020-12-17,33119,21
182471,Tripura,2020-12-18,33144,25
183234,Tripura,2020-12-19,33167,23
183997,Tripura,2020-12-20,33175,8
184760,Tripura,2020-12-21,33188,13
185523,Tripura,2020-12-22,33203,15
186286,Tripura,2020-12-23,33216,13
187049,Tripura,2020-12-24,33225,9
187812,Tripura,2020-12-25,33226,1
188575,Tripura,2020-12-26,33237,11
189338,Tripura,2020-12-27,33244,7
190101,Tripura,2020-12-28,33246,2
190864,Tripura,2020-12-29,33258,12
191627,Tripura,2020-12-30,33264,6
192390,Tripura,2020-12-31,33264,0
193153,Tripura,2021-01-01,33268,4
193916,Tripura,2021-01-02,33282,14
194679,Tripura,2021-01-03,33283,1
195443,Tripura,2021-01-04,33284,1
196207,Tripura,2021-01-05,33286,2
196971,Tripura,2021-01-06,33294,8
197735,Tripura,2021-01-07,33299,5
198499,Tripura,2021-01-08,33299,0
199263,Tripura,2021-01-09,33307,8
200027,Tripura,2021-01-10,33307,0
